SECTOR,GROUP,COMMODITY,STATISTIC,UNIT
CROPS,FIELD CROPS,BARLEY,CONDITION,PCT VERY POOR
CROPS,FIELD CROPS,BARLEY,"CONDITION, 5 YEAR AVG",PCT EXCELLENT
CROPS,FIELD CROPS,BARLEY,"CONDITION, 5 YEAR AVG",PCT FAIR
CROPS,FIELD CROPS,BARLEY,"CONDITION, 5 YEAR AVG",PCT GOOD
CROPS,FIELD CROPS,BARLEY,"CONDITION, 5 YEAR AVG",PCT POOR
CROPS,FIELD CROPS,BARLEY,"CONDITION, 5 YEAR AVG",PCT VERY POOR
CROPS,FIELD CROPS,BARLEY,"CONDITION, PREVIOUS YEAR",PCT EXCELLENT
CROPS,FIELD CROPS,BARLEY,"CONDITION, PREVIOUS YEAR",PCT FAIR
CROPS,FIELD CROPS,BARLEY,"CONDITION, PREVIOUS YEAR",PCT GOOD
CROPS,FIELD CROPS,BARLEY,"CONDITION, PREVIOUS YEAR",PCT POOR
CROPS,FIELD CROPS,BARLEY,"CONDITION, PREVIOUS YEAR",PCT VERY POOR
CROPS,FIELD CROPS,BARLEY,DISAPPEARANCE,BU
CROPS,FIELD CROPS,BARLEY,PRICE RECEIVED,$ / BU
CROPS,FIELD CROPS,BARLEY,PRICE RECEIVED,PCT OF PARITY
CROPS,FIELD CROPS,BARLEY,"PRICE RECEIVED, 10 YEAR AVG",$ / BU
CROPS,FIELD CROPS,BARLEY,"PRICE RECEIVED, 10 YEAR AVG FOR PARITY PURPOSES",$ / BU
CROPS,FIELD CROPS,BARLEY,"PRICE RECEIVED, ADJUSTED BASE",$ / BU
CROPS,FIELD CROPS,BARLEY,"PRICE RECEIVED, PARITY",$ / BU
CROPS,FIELD CROPS,BARLEY,PRODUCTION,$
CROPS,FIELD CROPS,BARLEY,PRODUCTION,BU
CROPS,FIELD CROPS,BARLEY,PROGRESS,PCT BOOTED
CROPS,FIELD CROPS,BARLEY,PROGRESS,PCT COLORING
CROPS,FIELD CROPS,BARLEY,PROGRESS,PCT EMERGED
CROPS,FIELD CROPS,BARLEY,PROGRESS,PCT HARVESTED
CROPS,FIELD CROPS,BARLEY,PROGRESS,PCT HEADED
CROPS,FIELD CROPS,BARLEY,PROGRESS,PCT JOINTING
CROPS,FIELD CROPS,BARLEY,PROGRESS,PCT MATURE
CROPS,FIELD CROPS,BARLEY,PROGRESS,PCT PLANTED
CROPS,FIELD CROPS,BARLEY,"PROGRESS, 5 YEAR AVG",PCT BOOTED
CROPS,FIELD CROPS,BARLEY,"PROGRESS, 5 YEAR AVG",PCT COLORING
CROPS,FIELD CROPS,BARLEY,"PROGRESS, 5 YEAR AVG",PCT EMERGED
CROPS,FIELD CROPS,BARLEY,"PROGRESS, 5 YEAR AVG",PCT HARVESTED
CROPS,FIELD CROPS,BARLEY,"PROGRESS, 5 YEAR AVG",PCT HEADED
CROPS,FIELD CROPS,BARLEY,"PROGRESS, 5 YEAR AVG",PCT JOINTING
CROPS,FIELD CROPS,BARLEY,"PROGRESS, 5 YEAR AVG",PCT MATURE
CROPS,FIELD CROPS,BARLEY,"PROGRESS, 5 YEAR AVG",PCT PLANTED
CROPS,FIELD CROPS,BARLEY,"PROGRESS, PREVIOUS YEAR",PCT BOOTED
CROPS,FIELD CROPS,BARLEY,"PROGRESS, PREVIOUS YEAR",PCT COLORING
CROPS,FIELD CROPS,BARLEY,"PROGRESS, PREVIOUS YEAR",PCT EMERGED
CROPS,FIELD CROPS,BARLEY,"PROGRESS, PREVIOUS YEAR",PCT HARVESTED
CROPS,FIELD CROPS,BARLEY,"PROGRESS, PREVIOUS YEAR",PCT HEADED
CROPS,FIELD CROPS,BARLEY,"PROGRESS, PREVIOUS YEAR",PCT JOINTING
CROPS,FIELD CROPS,BARLEY,"PROGRESS, PREVIOUS YEAR",PCT MATURE
CROPS,FIELD CROPS,BARLEY,"PROGRESS, PREVIOUS YEAR",PCT PLANTED
CROPS,FIELD CROPS,BARLEY,RELATIVE WEIGHT,PCT OF COMMODITY TOTALS
CROPS,FIELD CROPS,BARLEY,SALES,$
CROPS,FIELD CROPS,BARLEY,SALES,BU
CROPS,FIELD CROPS,BARLEY,SALES,OPERATIONS
CROPS,FIELD CROPS,BARLEY,SALES,PCT OF FARM OPERATIONS
CROPS,FIELD CROPS,BARLEY,SALES,PCT OF FARM SALES
CROPS,FIELD CROPS,BARLEY,SALES,PCT OF MKTG YEAR
CROPS,FIELD CROPS,BARLEY,SALES IN CONVENTIONAL MARKETS,$
CROPS,FIELD CROPS,BARLEY,SALES IN CONVENTIONAL MARKETS,BU
CROPS,FIELD CROPS,BARLEY,SALES IN CONVENTIONAL MARKETS,OPERATIONS
CROPS,FIELD CROPS,BARLEY,SALES IN ORGANIC MARKETS,$
CROPS,FIELD CROPS,BARLEY,SALES IN ORGANIC MARKETS,BU
CROPS,FIELD CROPS,BARLEY,SALES IN ORGANIC MARKETS,OPERATIONS
CROPS,FIELD CROPS,BARLEY,STOCKS,BU
CROPS,FIELD CROPS,BARLEY,YIELD,BU / ACRE
CROPS,FIELD CROPS,BARLEY,YIELD,BU / NET PLANTED ACRE
CROPS,FIELD CROPS,SORGHUM,AREA GRAZED,ACRES
CROPS,FIELD CROPS,SORGHUM,AREA HARVESTED,ACRES
CROPS,FIELD CROPS,SORGHUM,AREA HARVESTED,OPERATIONS
CROPS,FIELD CROPS,SORGHUM,AREA HARVESTED,PCT BY METHOD
CROPS,FIELD CROPS,SORGHUM,AREA HARVESTED,PCT OF OPERATIONS BY METHOD
CROPS,FIELD CROPS,SORGHUM,AREA PLANTED,ACRES
CROPS,FIELD CROPS,SORGHUM,"AREA PLANTED, NET",ACRES
CROPS,FIELD CROPS,SORGHUM,AREA REMAINING TO BE HARVESTED,ACRES
CROPS,FIELD CROPS,SORGHUM,CONDITION,PCT EXCELLENT
CROPS,FIELD CROPS,SORGHUM,CONDITION,PCT FAIR
CROPS,FIELD CROPS,SORGHUM,CONDITION,PCT GOOD
CROPS,FIELD CROPS,SORGHUM,CONDITION,PCT POOR
CROPS,FIELD CROPS,SORGHUM,CONDITION,PCT VERY POOR
CROPS,FIELD CROPS,SORGHUM,"CONDITION, 5 YEAR AVG",PCT EXCELLENT
CROPS,FIELD CROPS,SORGHUM,"CONDITION, 5 YEAR AVG",PCT FAIR
CROPS,FIELD CROPS,SORGHUM,"CONDITION, 5 YEAR AVG",PCT GOOD
CROPS,FIELD CROPS,SORGHUM,"CONDITION, 5 YEAR AVG",PCT POOR
CROPS,FIELD CROPS,SORGHUM,"CONDITION, 5 YEAR AVG",PCT VERY POOR
CROPS,FIELD CROPS,SORGHUM,"CONDITION, PREVIOUS YEAR",PCT EXCELLENT
CROPS,FIELD CROPS,SORGHUM,"CONDITION, PREVIOUS YEAR",PCT FAIR
CROPS,FIELD CROPS,SORGHUM,"CONDITION, PREVIOUS YEAR",PCT GOOD
CROPS,FIELD CROPS,SORGHUM,"CONDITION, PREVIOUS YEAR",PCT POOR
CROPS,FIELD CROPS,SORGHUM,"CONDITION, PREVIOUS YEAR",PCT VERY POOR
CROPS,FIELD CROPS,SORGHUM,DISAPPEARANCE,BU
CROPS,FIELD CROPS,SORGHUM,PRICE RECEIVED,$ / BU
CROPS,FIELD CROPS,SORGHUM,PRICE RECEIVED,$ / CWT
CROPS,FIELD CROPS,SORGHUM,PRICE RECEIVED,PCT OF PARITY
CROPS,FIELD CROPS,SORGHUM,"PRICE RECEIVED, 10 YEAR AVG",$ / CWT
CROPS,FIELD CROPS,SORGHUM,"PRICE RECEIVED, 10 YEAR AVG FOR PARITY PURPOSES",$ / CWT
CROPS,FIELD CROPS,SORGHUM,"PRICE RECEIVED, ADJUSTED BASE",$ / CWT
CROPS,FIELD CROPS,SORGHUM,"PRICE RECEIVED, PARITY",$ / CWT
CROPS,FIELD CROPS,SORGHUM,PRODUCTION,$
CROPS,FIELD CROPS,SORGHUM,PRODUCTION,BU
CROPS,FIELD CROPS,SORGHUM,PRODUCTION,GALLONS
CROPS,FIELD CROPS,SORGHUM,PRODUCTION,TONS
CROPS,FIELD CROPS,SORGHUM,PROGRESS,PCT COLORING
CROPS,FIELD CROPS,SORGHUM,PROGRESS,PCT EMERGED
CROPS,FIELD CROPS,SORGHUM,PROGRESS,PCT HARVESTED
CROPS,FIELD CROPS,SORGHUM,PROGRESS,PCT HEADED
CROPS,FIELD CROPS,SORGHUM,PROGRESS,PCT MATURE
CROPS,FIELD CROPS,SORGHUM,PROGRESS,PCT PLANTED
CROPS,FIELD CROPS,SORGHUM,PROGRESS,PCT SEEDBED PREPARED
CROPS,FIELD CROPS,SORGHUM,"PROGRESS, 5 YEAR AVG",PCT COLORING
CROPS,FIELD CROPS,SORGHUM,"PROGRESS, 5 YEAR AVG",PCT EMERGED
CROPS,FIELD CROPS,SORGHUM,"PROGRESS, 5 YEAR AVG",PCT HARVESTED
CROPS,FIELD CROPS,SORGHUM,"PROGRESS, 5 YEAR AVG",PCT HEADED
CROPS,FIELD CROPS,SORGHUM,"PROGRESS, 5 YEAR AVG",PCT MATURE
CROPS,FIELD CROPS,SORGHUM,"PROGRESS, 5 YEAR AVG",PCT PLANTED
CROPS,FIELD CROPS,SORGHUM,"PROGRESS, 5 YEAR AVG",PCT SEEDBED PREPARED
CROPS,FIELD CROPS,SORGHUM,"PROGRESS, PREVIOUS YEAR",PCT COLORING
CROPS,FIELD CROPS,SORGHUM,"PROGRESS, PREVIOUS YEAR",PCT EMERGED
CROPS,FIELD CROPS,SORGHUM,"PROGRESS, PREVIOUS YEAR",PCT HARVESTED
CROPS,FIELD CROPS,SORGHUM,"PROGRESS, PREVIOUS YEAR",PCT HEADED
CROPS,FIELD CROPS,SORGHUM,"PROGRESS, PREVIOUS YEAR",PCT MATURE
CROPS,FIELD CROPS,SORGHUM,"PROGRESS, PREVIOUS YEAR",PCT PLANTED
CROPS,FIELD CROPS,SORGHUM,"PROGRESS, PREVIOUS YEAR",PCT SEEDBED PREPARED
CROPS,FIELD CROPS,SORGHUM,RELATIVE WEIGHT,PCT OF COMMODITY TOTALS
CROPS,FIELD CROPS,SORGHUM,SALES,$
CROPS,FIELD CROPS,SORGHUM,SALES,BU
CROPS,FIELD CROPS,SORGHUM,SALES,OPERATIONS
CROPS,FIELD CROPS,SORGHUM,SALES,PCT OF FARM OPERATIONS
CROPS,FIELD CROPS,SORGHUM,SALES,PCT OF FARM SALES
CROPS,FIELD CROPS,SORGHUM,SALES,PCT OF MKTG YEAR
CROPS,FIELD CROPS,SORGHUM,SALES,TONS
CROPS,FIELD CROPS,SORGHUM,SALES IN CONVENTIONAL MARKETS,$
CROPS,FIELD CROPS,SORGHUM,SALES IN CONVENTIONAL MARKETS,BU
CROPS,FIELD CROPS,SORGHUM,SALES IN CONVENTIONAL MARKETS,OPERATIONS
CROPS,FIELD CROPS,SORGHUM,SALES IN CONVENTIONAL MARKETS,TONS
CROPS,FIELD CROPS,SORGHUM,SALES IN ORGANIC MARKETS,$
CROPS,FIELD CROPS,SORGHUM,SALES IN ORGANIC MARKETS,BU
CROPS,FIELD CROPS,SORGHUM,SALES IN ORGANIC MARKETS,OPERATIONS
CROPS,FIELD CROPS,SORGHUM,SALES IN ORGANIC MARKETS,TONS
CROPS,FIELD CROPS,SORGHUM,STOCKS,BU
CROPS,FIELD CROPS,SORGHUM,USAGE,CWT
CROPS,FIELD CROPS,SORGHUM,WATER APPLIED,ACRE FEET / ACRE
CROPS,FIELD CROPS,SORGHUM,YIELD,BU / ACRE
CROPS,FIELD CROPS,SORGHUM,YIELD,BU / NET PLANTED ACRE
CROPS,FIELD CROPS,SORGHUM,YIELD,TONS / ACRE
CROPS,FIELD CROPS,PEANUTS,AREA HARVESTED,ACRES
CROPS,FIELD CROPS,PEANUTS,AREA HARVESTED,OPERATIONS
CROPS,FIELD CROPS,PEANUTS,AREA HARVESTED,PCT BY METHOD
CROPS,FIELD CROPS,PEANUTS,AREA HARVESTED,PCT OF OPERATIONS BY METHOD
CROPS,FIELD CROPS,PEANUTS,AREA PLANTED,ACRES
CROPS,FIELD CROPS,PEANUTS,CONDITION,PCT EXCELLENT
CROPS,FIELD CROPS,PEANUTS,CONDITION,PCT FAIR
CROPS,FIELD CROPS,PEANUTS,CONDITION,PCT GOOD
CROPS,FIELD CROPS,PEANUTS,CONDITION,PCT POOR
CROPS,FIELD CROPS,PEANUTS,CONDITION,PCT VERY POOR
CROPS,FIELD CROPS,PEANUTS,"CONDITION, 5 YEAR AVG",PCT EXCELLENT
CROPS,FIELD CROPS,PEANUTS,"CONDITION, 5 YEAR AVG",PCT FAIR
CROPS,FIELD CROPS,PEANUTS,"CONDITION, 5 YEAR AVG",PCT GOOD
CROPS,FIELD CROPS,PEANUTS,"CONDITION, 5 YEAR AVG",PCT POOR
CROPS,FIELD CROPS,PEANUTS,"CONDITION, 5 YEAR AVG",PCT VERY POOR
CROPS,FIELD CROPS,PEANUTS,"CONDITION, PREVIOUS YEAR",PCT EXCELLENT
CROPS,FIELD CROPS,PEANUTS,"CONDITION, PREVIOUS YEAR",PCT FAIR
CROPS,FIELD CROPS,PEANUTS,"CONDITION, PREVIOUS YEAR",PCT GOOD
CROPS,FIELD CROPS,PEANUTS,"CONDITION, PREVIOUS YEAR",PCT POOR
CROPS,FIELD CROPS,PEANUTS,"CONDITION, PREVIOUS YEAR",PCT VERY POOR
CROPS,FIELD CROPS,PEANUTS,CRUSHED,LB
CROPS,FIELD CROPS,PEANUTS,DISAPPEARANCE,LB
CROPS,FIELD CROPS,PEANUTS,DISTRIBUTION,LB
CROPS,FIELD CROPS,PEANUTS,MILLED,"LB, NET WEIGHT"
CROPS,FIELD CROPS,PEANUTS,PRICE RECEIVED,$ / LB
CROPS,FIELD CROPS,PEANUTS,PRICE RECEIVED,PCT OF PARITY
CROPS,FIELD CROPS,PEANUTS,"PRICE RECEIVED, 10 YEAR AVG",$ / LB
CROPS,FIELD CROPS,PEANUTS,"PRICE RECEIVED, 10 YEAR AVG FOR PARITY PURPOSES",$ / LB
CROPS,FIELD CROPS,PEANUTS,"PRICE RECEIVED, ADJUSTED BASE",$ / LB
CROPS,FIELD CROPS,PEANUTS,"PRICE RECEIVED, PARITY",$ / LB
CROPS,FIELD CROPS,PEANUTS,PRODUCTION,$
CROPS,FIELD CROPS,PEANUTS,PRODUCTION,LB
CROPS,FIELD CROPS,PEANUTS,PROGRESS,PCT BLOOMING
CROPS,FIELD CROPS,PEANUTS,PROGRESS,PCT DUG
CROPS,FIELD CROPS,PEANUTS,PROGRESS,PCT EMERGED
CROPS,FIELD CROPS,PEANUTS,PROGRESS,PCT HARVESTED
CROPS,FIELD CROPS,PEANUTS,PROGRESS,PCT MATURE
CROPS,FIELD CROPS,PEANUTS,PROGRESS,PCT PEGGING
CROPS,FIELD CROPS,PEANUTS,PROGRESS,PCT PLANTED
CROPS,FIELD CROPS,PEANUTS,PROGRESS,PCT SEEDBED PREPARED
CROPS,FIELD CROPS,PEANUTS,"PROGRESS, 5 YEAR AVG",PCT BLOOMING
CROPS,FIELD CROPS,PEANUTS,"PROGRESS, 5 YEAR AVG",PCT DUG
CROPS,FIELD CROPS,PEANUTS,"PROGRESS, 5 YEAR AVG",PCT EMERGED
CROPS,FIELD CROPS,PEANUTS,"PROGRESS, 5 YEAR AVG",PCT HARVESTED
CROPS,FIELD CROPS,PEANUTS,"PROGRESS, 5 YEAR AVG",PCT MATURE
CROPS,FIELD CROPS,PEANUTS,"PROGRESS, 5 YEAR AVG",PCT PEGGING
CROPS,FIELD CROPS,PEANUTS,"PROGRESS, 5 YEAR AVG",PCT PLANTED
CROPS,FIELD CROPS,PEANUTS,"PROGRESS, 5 YEAR AVG",PCT SEEDBED PREPARED
CROPS,FIELD CROPS,PEANUTS,"PROGRESS, PREVIOUS YEAR",PCT BLOOMING
CROPS,FIELD CROPS,PEANUTS,"PROGRESS, PREVIOUS YEAR",PCT DUG
CROPS,FIELD CROPS,PEANUTS,"PROGRESS, PREVIOUS YEAR",PCT EMERGED
CROPS,FIELD CROPS,PEANUTS,"PROGRESS, PREVIOUS YEAR",PCT HARVESTED
CROPS,FIELD CROPS,PEANUTS,"PROGRESS, PREVIOUS YEAR",PCT MATURE
CROPS,FIELD CROPS,PEANUTS,"PROGRESS, PREVIOUS YEAR",PCT PEGGING
CROPS,FIELD CROPS,PEANUTS,"PROGRESS, PREVIOUS YEAR",PCT PLANTED
CROPS,FIELD CROPS,PEANUTS,"PROGRESS, PREVIOUS YEAR",PCT SEEDBED PREPARED
CROPS,FIELD CROPS,PEANUTS,RELATIVE WEIGHT,PCT OF COMMODITY TOTALS
CROPS,FIELD CROPS,PEANUTS,SALES,$
CROPS,FIELD CROPS,PEANUTS,SALES,LB
CROPS,FIELD CROPS,PEANUTS,SALES,OPERATIONS
CROPS,FIELD CROPS,PEANUTS,SALES,PCT OF MKTG YEAR
CROPS,FIELD CROPS,PEANUTS,SALES IN CONVENTIONAL MARKETS,$
CROPS,FIELD CROPS,PEANUTS,SALES IN CONVENTIONAL MARKETS,LB
CROPS,FIELD CROPS,PEANUTS,SALES IN CONVENTIONAL MARKETS,OPERATIONS
CROPS,FIELD CROPS,PEANUTS,SALES IN ORGANIC MARKETS,$
CROPS,FIELD CROPS,PEANUTS,SALES IN ORGANIC MARKETS,LB
CROPS,FIELD CROPS,PEANUTS,SALES IN ORGANIC MARKETS,OPERATIONS
CROPS,FIELD CROPS,PEANUTS,STOCKS,LB
CROPS,FIELD CROPS,PEANUTS,STOCKS,"LB, IN SHELL BASIS"
CROPS,FIELD CROPS,PEANUTS,USAGE,"LB, RAW BASIS"
CROPS,FIELD CROPS,PEANUTS,WATER APPLIED,ACRE FEET / ACRE
CROPS,FIELD CROPS,PEANUTS,YIELD,LB / ACRE
CROPS,FIELD CROPS,SUGARBEETS,AREA HARVESTED,ACRES
CROPS,FIELD CROPS,SUGARBEETS,AREA HARVESTED,OPERATIONS
CROPS,FIELD CROPS,SUGARBEETS,AREA PLANTED,ACRES
CROPS,FIELD CROPS,SUGARBEETS,CONDITION,PCT EXCELLENT
CROPS,FIELD CROPS,SUGARBEETS,CONDITION,PCT FAIR
CROPS,FIELD CROPS,SUGARBEETS,CONDITION,PCT GOOD
CROPS,FIELD CROPS,SUGARBEETS,CONDITION,PCT POOR
CROPS,FIELD CROPS,SUGARBEETS,CONDITION,PCT VERY POOR
CROPS,FIELD CROPS,SUGARBEETS,"CONDITION, 5 YEAR AVG",PCT EXCELLENT
CROPS,FIELD CROPS,SUGARBEETS,"CONDITION, 5 YEAR AVG",PCT FAIR
CROPS,FIELD CROPS,SUGARBEETS,"CONDITION, 5 YEAR AVG",PCT GOOD
CROPS,FIELD CROPS,SUGARBEETS,"CONDITION, 5 YEAR AVG",PCT POOR
CROPS,FIELD CROPS,SUGARBEETS,"CONDITION, 5 YEAR AVG",PCT VERY POOR
CROPS,FIELD CROPS,SUGARBEETS,"CONDITION, PREVIOUS YEAR",PCT EXCELLENT
CROPS,FIELD CROPS,SUGARBEETS,"CONDITION, PREVIOUS YEAR",PCT FAIR
CROPS,FIELD CROPS,SUGARBEETS,"CONDITION, PREVIOUS YEAR",PCT GOOD
CROPS,FIELD CROPS,SUGARBEETS,"CONDITION, PREVIOUS YEAR",PCT POOR
CROPS,FIELD CROPS,SUGARBEETS,"CONDITION, PREVIOUS YEAR",PCT VERY POOR
CROPS,FIELD CROPS,SUGARBEETS,PRICE RECEIVED,$ / TON
CROPS,FIELD CROPS,SUGARBEETS,"PRICE RECEIVED, 10 YEAR AVG",$ / TON
CROPS,FIELD CROPS,SUGARBEETS,"PRICE RECEIVED, 10 YEAR AVG FOR PARITY PURPOSES",$ / TON
CROPS,FIELD CROPS,SUGARBEETS,"PRICE RECEIVED, ADJUSTED BASE",$ / TON
CROPS,FIELD CROPS,SUGARBEETS,"PRICE RECEIVED, PARITY",$ / TON
CROPS,FIELD CROPS,SUGARBEETS,PRODUCTION,$
CROPS,FIELD CROPS,SUGARBEETS,PRODUCTION,LB
CROPS,FIELD CROPS,SUGARBEETS,PRODUCTION,TONS
CROPS,FIELD CROPS,SUGARBEETS,PROGRESS,PCT EMERGED
CROPS,FIELD CROPS,SUGARBEETS,PROGRESS,PCT HARVESTED
CROPS,FIELD CROPS,SUGARBEETS,PROGRESS,PCT PLANTED
CROPS,FIELD CROPS,SUGARBEETS,PROGRESS,PCT THINNED
CROPS,FIELD CROPS,SUGARBEETS,"PROGRESS, 5 YEAR AVG",PCT EMERGED
CROPS,FIELD CROPS,SUGARBEETS,"PROGRESS, 5 YEAR AVG",PCT HARVESTED
CROPS,FIELD CROPS,SUGARBEETS,"PROGRESS, 5 YEAR AVG",PCT PLANTED
CROPS,FIELD CROPS,SUGARBEETS,"PROGRESS, PREVIOUS YEAR",PCT EMERGED
CROPS,FIELD CROPS,SUGARBEETS,"PROGRESS, PREVIOUS YEAR",PCT HARVESTED
CROPS,FIELD CROPS,SUGARBEETS,"PROGRESS, PREVIOUS YEAR",PCT PLANTED
CROPS,FIELD CROPS,SUGARBEETS,SUCROSE,PCT
CROPS,FIELD CROPS,SUGARBEETS,YIELD,TONS / ACRE
CROPS,FIELD CROPS,TOBACCO,AREA HARVESTED,ACRES
CROPS,FIELD CROPS,TOBACCO,AREA HARVESTED,OPERATIONS
CROPS,FIELD CROPS,TOBACCO,CONDITION,PCT EXCELLENT
CROPS,FIELD CROPS,TOBACCO,CONDITION,PCT FAIR
CROPS,FIELD CROPS,TOBACCO,CONDITION,PCT GOOD
CROPS,FIELD CROPS,TOBACCO,CONDITION,PCT POOR
CROPS,FIELD CROPS,TOBACCO,CONDITION,PCT VERY POOR
CROPS,FIELD CROPS,TOBACCO,"CONDITION, 5 YEAR AVG",PCT EXCELLENT
CROPS,FIELD CROPS,TOBACCO,"CONDITION, 5 YEAR AVG",PCT FAIR
CROPS,FIELD CROPS,TOBACCO,"CONDITION, 5 YEAR AVG",PCT GOOD
CROPS,FIELD CROPS,TOBACCO,"CONDITION, 5 YEAR AVG",PCT POOR
CROPS,FIELD CROPS,TOBACCO,"CONDITION, 5 YEAR AVG",PCT VERY POOR
CROPS,FIELD CROPS,TOBACCO,"CONDITION, PREVIOUS YEAR",PCT EXCELLENT
CROPS,FIELD CROPS,TOBACCO,"CONDITION, PREVIOUS YEAR",PCT FAIR
CROPS,FIELD CROPS,TOBACCO,"CONDITION, PREVIOUS YEAR",PCT GOOD
CROPS,FIELD CROPS,TOBACCO,"CONDITION, PREVIOUS YEAR",PCT POOR
CROPS,FIELD CROPS,TOBACCO,"CONDITION, PREVIOUS YEAR",PCT VERY POOR
CROPS,FIELD CROPS,TOBACCO,DAMAGE,PCT LIGHT
CROPS,FIELD CROPS,TOBACCO,DAMAGE,PCT MODERATE
CROPS,FIELD CROPS,TOBACCO,DAMAGE,PCT NONE
CROPS,FIELD CROPS,TOBACCO,DAMAGE,PCT SEVERE
CROPS,FIELD CROPS,TOBACCO,"DAMAGE, 5 YEAR AVG",PCT LIGHT
CROPS,FIELD CROPS,TOBACCO,"DAMAGE, 5 YEAR AVG",PCT MODERATE
CROPS,FIELD CROPS,TOBACCO,"DAMAGE, 5 YEAR AVG",PCT NONE
CROPS,FIELD CROPS,TOBACCO,"DAMAGE, 5 YEAR AVG",PCT SEVERE
CROPS,FIELD CROPS,TOBACCO,"DAMAGE, PREVIOUS YEAR",PCT LIGHT
CROPS,FIELD CROPS,TOBACCO,"DAMAGE, PREVIOUS YEAR",PCT MODERATE
CROPS,FIELD CROPS,TOBACCO,"DAMAGE, PREVIOUS YEAR",PCT NONE
CROPS,FIELD CROPS,TOBACCO,"DAMAGE, PREVIOUS YEAR",PCT SEVERE
CROPS,FIELD CROPS,TOBACCO,"HEIGHT, AVG",INCHES
CROPS,FIELD CROPS,TOBACCO,"HEIGHT, AVG, 5 YEAR AVG",INCHES
CROPS,FIELD CROPS,TOBACCO,"HEIGHT, AVG, PREVIOUS YEAR",INCHES
CROPS,FIELD CROPS,TOBACCO,"INDEX FOR PRICE RECEIVED, 1910 - 1914",INDEX
CROPS,FIELD CROPS,TOBACCO,"INDEX FOR PRICE RECEIVED, 1990 - 1992",INDEX
CROPS,FIELD CROPS,TOBACCO,"INDEX FOR PRICE RECEIVED, 2011",INDEX
CROPS,FIELD CROPS,TOBACCO,PRICE RECEIVED,$ / LB
CROPS,FIELD CROPS,TOBACCO,"PRICE RECEIVED, 10 YEAR AVG",$ / LB
CROPS,FIELD CROPS,TOBACCO,"PRICE RECEIVED, 10 YEAR AVG FOR PARITY PURPOSES",$ / LB
CROPS,FIELD CROPS,TOBACCO,"PRICE RECEIVED, ADJUSTED BASE",$ / LB
CROPS,FIELD CROPS,TOBACCO,"PRICE RECEIVED, PARITY",$ / LB
CROPS,FIELD CROPS,TOBACCO,PRODUCTION,$
CROPS,FIELD CROPS,TOBACCO,PRODUCTION,LB
CROPS,FIELD CROPS,TOBACCO,PROGRESS,PCT BLOOMING
CROPS,FIELD CROPS,TOBACCO,PROGRESS,PCT HARVESTED
CROPS,FIELD CROPS,TOBACCO,PROGRESS,PCT NOT READY FOR STRIPPING
CROPS,FIELD CROPS,TOBACCO,PROGRESS,PCT READY FOR STRIPPING
CROPS,FIELD CROPS,TOBACCO,PROGRESS,PCT STRIPPED
CROPS,FIELD CROPS,TOBACCO,PROGRESS,PCT TOPPED
CROPS,FIELD CROPS,TOBACCO,PROGRESS,PCT TRANSPLANTED
CROPS,FIELD CROPS,TOBACCO,"PROGRESS, 5 YEAR AVG",PCT BLOOMING
CROPS,FIELD CROPS,TOBACCO,"PROGRESS, 5 YEAR AVG",PCT HARVESTED
CROPS,FIELD CROPS,TOBACCO,"PROGRESS, 5 YEAR AVG",PCT STRIPPED
CROPS,FIELD CROPS,TOBACCO,"PROGRESS, 5 YEAR AVG",PCT TOPPED
CROPS,FIELD CROPS,TOBACCO,"PROGRESS, 5 YEAR AVG",PCT TRANSPLANTED
CROPS,FIELD CROPS,TOBACCO,"PROGRESS, PREVIOUS YEAR",PCT BLOOMING
CROPS,FIELD CROPS,TOBACCO,"PROGRESS, PREVIOUS YEAR",PCT HARVESTED
CROPS,FIELD CROPS,TOBACCO,"PROGRESS, PREVIOUS YEAR",PCT STRIPPED
CROPS,FIELD CROPS,TOBACCO,"PROGRESS, PREVIOUS YEAR",PCT TOPPED
CROPS,FIELD CROPS,TOBACCO,"PROGRESS, PREVIOUS YEAR",PCT TRANSPLANTED
CROPS,FIELD CROPS,TOBACCO,RELATIVE WEIGHT,PCT OF COMMODITY TOTALS
CROPS,FIELD CROPS,TOBACCO,SALES,$
CROPS,FIELD CROPS,TOBACCO,SALES,LB
CROPS,FIELD CROPS,TOBACCO,SALES,OPERATIONS
CROPS,FIELD CROPS,TOBACCO,SALES,PCT OF FARM OPERATIONS
CROPS,FIELD CROPS,TOBACCO,SALES,PCT OF FARM SALES
CROPS,FIELD CROPS,TOBACCO,SALES,PCT OF MKTG YEAR
CROPS,FIELD CROPS,TOBACCO,YIELD,LB / ACRE
CROPS,FIELD CROPS,HAY,ACTIVITY,PCT ACTIVE
CROPS,FIELD CROPS,HAY,ACTIVITY,PCT FINISHED
CROPS,FIELD CROPS,HAY,ACTIVITY,PCT LIGHT
CROPS,FIELD CROPS,HAY,ACTIVITY,PCT MODERATE
CROPS,FIELD CROPS,HAY,ACTIVITY,PCT NONE
CROPS,FIELD CROPS,HAY,"ACTIVITY, 5 YEAR AVG",PCT ACTIVE
CROPS,FIELD CROPS,HAY,"ACTIVITY, 5 YEAR AVG",PCT FINISHED
CROPS,FIELD CROPS,HAY,"ACTIVITY, 5 YEAR AVG",PCT LIGHT
CROPS,FIELD CROPS,HAY,"ACTIVITY, 5 YEAR AVG",PCT MODERATE
